# docs/amharic-strings-glossary.csv (693 rows, last commit eb3d283 2026-09-14) vs Ethiopic runs in src/ (heuristic regex; fragments included)
distinct Ethiopic runs in src: 1750
not present in (or a substring of) any glossary entry: 1065
glossary entries no longer found verbatim in src: በጥበቃ ላይ ያሉ, የመታወቂያ ጥያቄ ዝርዝር

src/lib/residentConstants.ts:24	ሁለተኛ ደረጃ
src/routes/woreda.credentials.$requestId.index.tsx:2560	የማውጣት ማረጋገጫ ፈቃድ የለዎትም
src/routes/woreda.credentials.$requestId.index.tsx:2904	የማገጃ ምክንያት
src/routes/woreda.reports.index.tsx:250	የማጣሪያ ስም
src/routes/woreda.credentials.$requestId.index.tsx:1882	የማጣቀሻ ቁጥር
src/config/permissionLabels.ts:34	የማጽደቅ ወረፋ ማየት
src/routes/woreda.credentials.$requestId.index.tsx:1365	የማጽደቅ ደረጃ የመመለሻ ምክንያት
src/routes/woreda.credentials.new.tsx:889	የምስክርነት ዓይነት
src/routes/woreda.rental-houses.occupants.new.tsx:992	የምዝገባ ሁኔታ
src/routes/woreda.dashboard.tsx:703	የምዝገባ እንቅስቃሴ
src/routes/woreda.civil.$eventId.tsx:154	የሞት ማጠቃለያ
src/routes/woreda.civil.$eventId.tsx:1007	የሞት ክስተት ተመዝግቧል። የነዋሪ ሁኔታ ተሻሽሏል።
src/routes/admin.tenants.$woredaId.provision.tsx:160	የሞጁል ቅንብር አልተረጋገጠም
src/routes/admin.tenants.$woredaId.provision.tsx:55	የሞጁል ውቅር
src/components/settings/LetterTemplatesTab.tsx:111	የሥራ አጥነት ማረጋገጫ
src/components/settings/UsersRolesTab.tsx:363	የሥራ ክፍል
src/components/settings/UsersRolesTab.tsx:364	የሥራ ድርሻ
src/routes/woreda.reports.index.tsx:276	የሪፖርት መረጃ መጫን አልተቻለም
src/routes/woreda.services.$requestId.index.tsx:651	የሰነድ ዓይነት
src/routes/login.tsx:330	የሲስተም አስተዳዳሪዎን
src/routes/woreda.audit.tsx:158	የሲቪል መዝገብ ክፈት
src/routes/woreda.audit.tsx:72	የሲቪል ምዝገባ ክስተት
src/routes/woreda.audit.tsx:155	የሲቪል ምዝገባ ክፈት
src/lib/credentialWorkflowSchemas.ts:15	የስም አለመመሳሰል
src/routes/woreda.rental-houses.occupants.new.tsx:891	የስራ ሁኔታ
src/routes/woreda.services.$requestId.index.tsx:715	የስራ ሂደት
src/routes/woreda.rental-houses.$houseId.index.tsx:413	የስራ ፍሰት ጥያቄዎች
src/components/settings/CustomRolesTab.tsx:353	የስርዓት ገደብ
src/routes/woreda.complaints.tsx:21	የቀረቡ ቅሬታዎችና የመፍትሔ ሂደታቸው
src/routes/woreda.households.$householdId.print.tsx:287	የቀበሌ ሠራተኛ
src/routes/woreda.services.$requestId.print.tsx:194	የቀበሌ ሥራ አስኪያጅ
src/routes/woreda.rental-houses.occupants.new.tsx:985	የቀበሌ ሰነዶች በሙሉ ኦርጅናል መሆናቸውን እና የተከራይ ማንነት መረጋገጡን አረጋግጣለሁ።
src/routes/woreda.audit.tsx:76	የቀበሌ ቤት
src/routes/woreda.rental-houses.occupants.new.tsx:470	የቀበሌ ቤት ተከራዮች ምዝገባ ቅጽ
src/routes/woreda.audit.tsx:177	የቀበሌ ቤት ክፈት
src/routes/woreda.audit.tsx:182	የቀበሌ ቤቶችን ክፈት
src/routes/woreda.rental-houses.$houseId.occupant-print.tsx:413	የቀበሌ አስተዳዳሪ
src/routes/woreda.rental-houses.$houseId.occupant-print.tsx:204	የቀበሌ ኪራይ ቤት ተከራይ መገለጫ
src/routes/woreda.rental-houses.occupants.new.tsx:456	የቀበሌ ኪራይ ቤቶች
src/routes/woreda.rental-houses.index.tsx:311	የቀበሌ ኪራይ ቤቶች እና የተያዥ ሁኔታቸው መዝገብ
src/routes/woreda.credentials.$requestId.index.tsx:842	የቀድሞ መታወቂያ
src/components/forms/ResidentWizardSteps.tsx:738	የቀድሞ መኖሪያ አለ
src/routes/woreda.rental-houses.occupants.new.tsx:111	የቀድሞ ክሊራንስ
src/components/verification/HararildScanner.tsx:566	የቀጥታ ሁኔታ ይፈትሹ
src/routes/woreda.services.new.tsx:533	የቅሬታ ዝርዝር
src/routes/woreda.dashboard.tsx:891	የቅርብ ጊዜ እንቅስቃሴዎች
src/components/credentials/CredentialQueueTable.tsx:308	የቆየበት ጊዜ
src/components/residents/ResidentProfileTabs.tsx:314	የቤተሰብ መረጃ
src/routes/woreda.dashboard.tsx:56	የቤተሰብ መረጃ ተሻሽሏል
src/routes/woreda.households.$householdId.print.tsx:156	የቤተሰብ መገለጫ
src/routes/woreda.households.$householdId.index.tsx:463	የቤተሰብ ኃላፊ አድርግ
src/routes/woreda.dashboard.tsx:59	የቤተሰብ አስተዳዳሪ ተቀይሯል
src/routes/woreda.rental-houses.occupants.new.tsx:631	የቤተሰብ አባል
src/routes/woreda.rental-houses.$houseId.occupant-print.tsx:206	የቤት ቁ.
src/routes/woreda.revenue.index.tsx:338	የቤት ኪራይ (የቀድሞ
src/routes/woreda.rental-houses.requests.$requestId.index.tsx:44	የቤት ኪራይ መጠን ተረጋግጧል
src/routes/woreda.rental-houses.new.tsx:26	የቤት ኪራይ መጠን ያስፈልጋል
src/routes/woreda.rental-houses.requests.$requestId.index.tsx:814	የቤት ኪራይ ክፍያ
src/routes/woreda.revenue.index.tsx:306	የቤት ኪራይ ክፍያ አሁን የሚሰበሰበው ከየኪራይ ሂሳብ ገጽ ነው
src/routes/woreda.rental-houses.occupants.new.tsx:101	የቤት ኪራይ ውል ሰነድ
src/routes/woreda.credentials.$requestId.index.tsx:942	የተመለሰበት ምክንያት
src/routes/woreda.audit.tsx:608	የተመለከተውን መዝገብ ክፈት
src/routes/woreda.rental-accounts.$occupancyId.tsx:949	የተመረጡ ክፍያዎች
src/routes/woreda.rental-accounts.$occupancyId.tsx:1054	የተመረጡ ወራት
src/components/civil/CivilKpiWidgetRow.tsx:19	የተመዘገበ ልደት (ወር
src/components/civil/CivilKpiWidgetRow.tsx:26	የተመዘገበ ሞት (ወር
src/routes/woreda.civil.death.new.tsx:50	የተመዘገበ ነዋሪ ይምረጡ ወይም የሟቹን ስም ያስገቡ
src/components/civil/CivilKpiWidgetRow.tsx:33	የተመዘገበ ጋብቻ (ወር
src/routes/woreda.residents.$residentId.index.tsx:663	የተመዘገበበት አካባቢ
src/lib/offlineSync.ts:295	የተመዘገበው ክፍያ አለ፣ አስተዳዳሪ ያነጋግሩ
src/routes/woreda.civil.$eventId.tsx:886	የተሞተ
src/routes/woreda.credentials.$requestId.index.tsx:2514	የተረካቢ ስም
src/components/verification/HararildScanner.tsx:484	የተረጋገጠ ትክክለኛ መታወቂያ
src/routes/verify.receipt.$token.tsx:102	የተረጋገጠ ደረሰኝ
src/routes/verify.letter.$token.tsx:88	የተረጋገጠ ደብዳቤ
src/routes/woreda.reports.$reportType.print.tsx:194	የተሰበሰበ ገቢ (ብር
src/routes/woreda.settings.woreda-configuration.tsx:338	የተሰጠበት ቦታ
src/routes/woreda.rental-reports.tsx:340	የተስማማ ክፍያ
src/routes/woreda.reports.index.tsx:194	የተቀመጡ ማጣሪያዎች
src/routes/woreda.rental-accounts.$occupancyId.tsx:953	የተቀበለው መጠን
src/components/verification/HararildScanner.tsx:47	የተበላሸ ቶከን
src/routes/woreda.rental-houses.occupants.new.tsx:579	የተከራይ መታወቂያ መረጃ
src/routes/woreda.rental-houses.$houseId.index.tsx:250	የተከራይ መገለጫ አትም
src/routes/woreda.rental-houses.requests.$requestId.index.tsx:42	የተከራይ ማንነት ተረጋግጧል
src/routes/woreda.rental-houses.occupants.new.tsx:461	የተከራይ ምዝገባ ቅጽ
src/routes/woreda.rental-houses.occupants.new.tsx:516	የተከራይ ምዝገባ ጥያቄ ይፈጠራል። መረጃውን ያረጋግጡ።
src/routes/woreda.rental-reports.tsx:333	የተከፈለ ጠቅላላ
src/routes/woreda.credentials.$requestId.print.tsx:1176	የተደጋጋሚ ህትመት ምክንያት
src/components/residents/ResidentProfileTabs.tsx:702	የተግባር አይነት
src/routes/woreda.dashboard.tsx:107	የተጠቃሚ ሚና ተቀይሯል
src/components/admin/PlatformUsersTab.tsx:228	የተጠቃሚ አስተዳደር
src/routes/woreda.dashboard.tsx:101	የተጠቃሚ ፈቃድ ማስተካከያ ተነስቷል
src/routes/woreda.dashboard.tsx:102	የተጠቃሚ ፈቃድ ማስተካከያዎች ተነስተዋል
src/routes/woreda.dashboard.tsx:100	የተጠቃሚ ፈቃድ ተስተካክሏል
src/components/settings/UsersRolesTab.tsx:329	የተጠቃሚዎች ዝርዝር
src/components/admin/PlatformUsersTab.tsx:371	የተጠበቁ ግብዣዎች
src/routes/woreda.reports.$reportType.print.tsx:184	የተጠናቀቁ
src/routes/woreda.rental-houses.occupants.new.tsx:222	የተፈቀደው
src/components/workflow/HistoryTimeline.tsx:93	የታሪክ መዝገብ የለም
src/routes/woreda.rental-reports.tsx:226	የታቀደ
src/components/print/PrintDocumentShell.tsx:480	የታተመው ቀን
src/components/admin/PlatformUsersTab.tsx:372	የታገዱ
src/components/forms/ResidentWizardSteps.tsx:612	የትውልድ ሥፍራ ከአሁኑ መኖሪያ ጋር ተመሳሳይ ነው
src/routes/woreda.civil.$eventId.tsx:89	የትውልድ ቀን ተመጣጣኝ ነው
src/components/settings/UsersRolesTab.tsx:322	የነቁ ሚናዎች
src/routes/admin.tenants.index.tsx:250	የነቁ ሞጁሎች
src/routes/woreda.credentials.$requestId.index.tsx:122	የነዋሪ መረጃ ሙሉ ነው
src/routes/woreda.dashboard.tsx:50	የነዋሪ መረጃ ተሻሽሏል
src/config/permissions.ts:510	የነዋሪ መታወቂያ
src/config/permissionLabels.ts:28	የነዋሪ መዝገብ ማጥፋት
src/routes/woreda.residents.$residentId.print.tsx:191	የነዋሪ መገለጫ
src/routes/woreda.civil.$eventId.tsx:996	የነዋሪ መገለጫ ተመልከት
src/routes/woreda.credentials.new.tsx:748	የነዋሪ መገለጫ ያርትዑ
src/routes/woreda.credentials.new.tsx:723	የነዋሪ መገለጫ ይክፈቱ
src/routes/woreda.services.new.tsx:347	የነዋሪ ቅሬታ በመዝገብ ውስጥ ያስገቡ
src/routes/woreda.rental-houses.occupants.new.tsx:641	የነዋሪነት መለያ ቁጥር
src/routes/woreda.residents.$residentId.index.tsx:725	የነዋሪው መረጃ አሻሽል
src/routes/woreda.residents.$residentId.index.tsx:737	የነዋሪው ማህደር አትም
src/routes/woreda.credentials.$requestId.print.tsx:1556	የነዋሪው አድራሻ
src/routes/woreda.credentials.$requestId.index.tsx:2525	የነዋሪውን ወይም የወኪሉን ስም ያስገቡ
src/routes/woreda.services.index.tsx:22	የነዋሪዎች የደብዳቤና የማረጃ ጥያቄዎች መዝገብ
src/routes/woreda.credentials.$requestId.index.tsx:1838	የነፃ ምክንያት
src/components/settings/LetterTemplatesTab.tsx:117	የናሙና ዝርዝር መረጃ
src/routes/woreda.rental-houses.occupants.new.tsx:626	የአሁኑ የቤት ዓይነት፦
src/components/gis/LocationPickerMap.tsx:68	የአሁኑን አካባቢ ተጠቀም
src/routes/admin.tenants.$woredaId.provision.tsx:56	የአስተዳዳሪ መለያ
src/routes/woreda.services.new.tsx:494	የአስቸኳይ ጊዜ ማለፊያ ተጠቀም
src/lib/credentialWorkflowSchemas.ts:16	የአድራሻ አለመመሳሰል
src/routes/woreda.dashboard.tsx:95	የአገልግሎት አይነት ተመዝግቧል
src/routes/woreda.dashboard.tsx:97	የአገልግሎት አይነት ተሰርዟል
src/routes/woreda.dashboard.tsx:96	የአገልግሎት አይነት ተሻሽሏል
src/routes/woreda.services.$requestId.print.tsx:127	የአገልግሎት ደብዳቤ
src/components/verification/HararildScanner.tsx:291	የአገልግሎት ጊዜው በቅርቡ ያበቃል
src/routes/v.$token.tsx:257	የአገልግሎት ጊዜው አብቅቷል
src/components/verification/HararildScanner.tsx:287	የአገልግሎት ጊዜው ያበቃ
src/hooks/useReportsAggregate.ts:662	የአገልግሎት ጥያቄ ሪፖርት
src/routes/woreda.dashboard.tsx:70	የአገልግሎት ጥያቄ ገብቷል
src/routes/admin.console-roles.tsx:54	የኦዲት መዝገብ መመልከት
src/routes/woreda.rental-accounts.$occupancyId.tsx:988	የከፈለው ነዋሪ
src/components/settings/RolesPermissionsTab.tsx:17	የኩነት መዝጋቢ
src/hooks/useReportsAggregate.ts:621	የኩነት ምዝገባ ሪፖርት
src/components/residents/ResidentProfileTabs.tsx:439	የኩነት አይነት
src/routes/woreda.services.new.tsx:455	የኪራይ ሁኔታ በመፈተሽ ላይ
src/routes/woreda.rental-houses.$houseId.index.tsx:356	የኪራይ ሂሳብ
src/routes/woreda.settings.woreda-configuration.tsx:874	የኪራይ ማረጋገጫ
src/routes/woreda.dashboard.tsx:81	የኪራይ ቤት መረጃ ተሻሽሏል
src/routes/woreda.dashboard.tsx:80	የኪራይ ቤት ተመዝግቧል
src/config/permissionLabels.ts:33	የኪራይ ቤት ጥያቄ ማጽደቅ
src/hooks/useReportsAggregate.ts:646	የኪራይ ቤቶች ሪፖርት
src/routes/woreda.rental-houses.$houseId.index.tsx:366	የኪራይ ታሪክ
src/routes/woreda.rental-houses.$houseId.index.tsx:385	የኪራይ ታሪክ የለም።
src/routes/woreda.dashboard.tsx:88	የኪራይ ክፍያ ተሰብስቧል
src/routes/woreda.settings.woreda-configuration.tsx:1174	የኪራይ ዕዳ ማረጋገጫ ተግብር
src/routes/woreda.audit.tsx:75	የኪራይ ጥያቄ
src/routes/woreda.dashboard.tsx:85	የኪራይ ጥያቄ ተመልሷል
src/routes/woreda.dashboard.tsx:86	የኪራይ ጥያቄ ተረጋግጧል
src/routes/woreda.dashboard.tsx:84	የኪራይ ጥያቄ ተቀባይነት አላገኘም
src/routes/woreda.audit.tsx:164	የኪራይ ጥያቄ ክፈት
src/routes/woreda.dashboard.tsx:82	የኪራይ ጥያቄ ገብቷል
src/routes/woreda.dashboard.tsx:83	የኪራይ ጥያቄ ጸድቋል
src/config/permissions.ts:540	የኪራይ ፋይናንስ ሪፖርቶች
src/utils/ethiopianCalendar.ts:13	የካቲት
src/routes/woreda.services.$requestId.index.tsx:930	የክፍያ መንገድ
src/routes/woreda.credentials.$requestId.index.tsx:2031	የክፍያ መዝገብ አልተገኘም
src/routes/woreda.civil.$eventId.tsx:1338	የክፍያ መጠን
src/routes/woreda.rental-accounts.$occupancyId.tsx:315	የክፍያ መጠን አይመሳሰልም
src/routes/woreda.rental-reports.tsx:190	የክፍያ ብዛት
src/routes/woreda.dashboard.tsx:93	የክፍያ ተመን ተመዝግቧል
src/routes/woreda.dashboard.tsx:94	የክፍያ ተመን ተሻሽሏል
src/routes/woreda.settings.woreda-configuration.tsx:1450	የክፍያ አርትዕ
src/routes/woreda.revenue.index.tsx:328	የክፍያ ዓይነት
src/routes/woreda.rental-accounts.$occupancyId.tsx:713	የክፍያ ዕቅድ
src/routes/woreda.rental-accounts.$occupancyId.tsx:388	የክፍያ ዕቅድ ቀርቧል
src/routes/woreda.rental-accounts.$occupancyId.tsx:436	የክፍያ ዕቅድ ተመልሷል
src/routes/woreda.rental-accounts.$occupancyId.tsx:474	የክፍያ ዕቅድ ተሰርዟል
src/routes/woreda.rental-reports.tsx:218	የክፍያ ዕቅድ ተገዢነት
src/routes/woreda.rental-accounts.$occupancyId.tsx:495	የክፍያ ዕቅድ እንደወደቀ ተመዝግቧል
src/routes/woreda.rental-accounts.$occupancyId.tsx:456	የክፍያ ዕቅድ እንደገና ቀርቧል
src/routes/woreda.rental-accounts.$occupancyId.tsx:412	የክፍያ ዕቅድ ጸድቋል
src/routes/woreda.rental-accounts.$occupancyId.tsx:878	የክፍያ ዕቅድ ፍጠር
src/routes/woreda.revenue.$paymentId.receipt.tsx:774	የክፍያ ዝርዝር
src/routes/woreda.rental-houses.occupants.new.tsx:842	የክፍያ ድግግሞሽ
src/routes/woreda.rental-accounts.$occupancyId.tsx:885	የክፍያዎች ብዛት
src/routes/admin.console-roles.tsx:201	የኮንሶል ተጠቃሚዎችና ሚናዎች
src/routes/admin.console-roles.tsx:62	የኮንሶል ተጠቃሚዎችና ሚናዎችን ማስተዳደር
src/routes/woreda.civil.$eventId.tsx:88	የወላጆች መረጃ ተረጋግጧል
src/routes/woreda.credentials.$requestId.print.tsx:979	የወረቀት መጠን
src/routes/woreda.services.$requestId.print.tsx:195	የወረዳ መዝጋቢ
src/routes/woreda.audit.tsx:202	የወረዳ ቅንብር ክፈት
src/routes/woreda.audit.tsx:79	የወረዳ ቅንብሮች
src/components/layout/AppShell.tsx:472	የወረዳ አስተዳደር
src/routes/login.tsx:176	የወረዳ አስተዳደር ዲጂታል ፖርታል
src/routes/login.tsx:241	የወረዳ አስተዳደር ፖርታል
src/components/layout/AppShell.tsx:82	የወረዳ አስተዳዳሪ
src/routes/admin.tenants.$woredaId.provision.tsx:202	የወረዳ አስተዳዳሪ ማቅረብ
src/components/admin/PlatformUsersTab.tsx:370	የወረዳ አስተዳዳሪዎች
src/routes/woreda.revenue.$paymentId.receipt.tsx:546	የወረዳው ማህተም
src/routes/woreda.rental-accounts.$occupancyId.tsx:625	የወርሃዊ ኪራይ ክፍያዎች
src/routes/woreda.rental-houses.$houseId.index.tsx:375	የወጣበት ቀን
src/routes/woreda.rental-houses.occupants.new.tsx:836	የውል ማብቂያ
src/routes/woreda.rental-houses.occupants.new.tsx:776	የውል ዝርዝር መረጃ
src/routes/woreda.services.$requestId.index.tsx:523	የውድቅ ምክንያት
src/routes/woreda.rental-houses.requests.$requestId.index.tsx:758	የውድቅ ምክንያት (ውድቅ ሲደረግ ብቻ
src/routes/woreda.rental-reports.tsx:182	የዕዳ እድሜ
src/routes/woreda.credentials.$requestId.index.tsx:1081	የዚህ ነዋሪ ቀደም ያሉ መታወቂያዎች
src/routes/login.tsx:42	የዜጎችና ቤተሰብ ምዝገባ
src/components/admin/PlatformUsersTab.tsx:505	የይለፍ ቃል መልሶ ማስጀመሪያ አገናኝ ላክ
src/components/common/ChangePasswordDialog.tsx:84	የይለፍ ቃል ቀይር
src/components/common/ChangePasswordDialog.tsx:105	የይለፍ ቃል አረጋግጥ
src/routes/login.tsx:48	የይዞታና የኪራይ ቤቶች ቁጥጥር
src/routes/verify.receipt.$token.tsx:78	የደረሰኝ ማረጋገጫ
src/routes/woreda.revenue.$paymentId.receipt.tsx:258	የደረሰኝ ፒዲኤፍ መፍጠር አልተቻለም
src/routes/verify.letter.$token.tsx:64	የደብዳቤ ማረጋገጫ
src/components/settings/LetterTemplatesTab.tsx:132	የደብዳቤ ዓይነት አልተገኘም
src/components/settings/LetterTemplatesTab.tsx:125	የደብዳቤ ዓይነቶች
src/routes/woreda.services.new.tsx:347	የደብዳቤ/ማረጃ ጥያቄን በመዝገብ ውስጥ ያስገቡ
src/lib/serviceConstants.ts:80	የድጋፍ ደብዳቤ
src/routes/woreda.credentials.$requestId.index.tsx:1069	የድግግሞሽ ውጤት
src/routes/woreda.credentials.$requestId.index.tsx:147	የድግግሞሽ ውጤት ተገምግሟል
src/routes/woreda.audit.tsx:189	የገቢ መዝገብ ክፈት
src/hooks/useReportsAggregate.ts:628	የገቢ ሪፖርት
src/routes/woreda.revenue.$paymentId.receipt.tsx:642	የገቢ ክፍል
src/routes/woreda.revenue.$paymentId.receipt.tsx:712	የገቢ ደረሰኝ
src/routes/login.tsx:54	የገቢ ፋይናንስ አስተዳደር
src/components/settings/RolesPermissionsTab.tsx:18	የገንዘብ ሰራተኛ
src/routes/woreda.civil.$eventId.tsx:155	የጋብቻ ማጠቃለያ
src/routes/woreda.civil.divorce.new.tsx:57	የጋብቻ ቀን ከፍቺ ቀን በፊት መሆን አለበት
src/routes/woreda.civil.$eventId.tsx:1029	የጋብቻ ክስተት ተመዝግቧል።
src/components/settings/UsersRolesTab.tsx:479	የግል ፈቃድ
src/components/settings/UsersRolesTab.tsx:1204	የግል ፈቃድ ማስተካከያ
src/routes/woreda.services.$requestId.index.tsx:532	የጥያቄ መረጃ
src/routes/woreda.credentials.$requestId.index.tsx:832	የጥያቄ ዓይነት
src/routes/woreda.credentials.$requestId.index.tsx:137	የጥያቄ ዓይነት ትክክል ነው
src/routes/woreda.services.new.tsx:533	የጥያቄ ዝርዝር
src/routes/woreda.dashboard.tsx:824	የፆታ ስርጭት
src/components/layout/AppShell.tsx:85	የፋይናንስ ሰራተኛ
src/components/layout/AppShell.tsx:83	የፍትሐ ብሔር መዝጋቢ
src/routes/woreda.civil.$eventId.tsx:156	የፍቺ ማጠቃለያ
src/routes/woreda.civil.$eventId.tsx:1029	የፍቺ ክስተት ተመዝግቧል።
src/lib/credentialWorkflowSchemas.ts:17	የፎቶ ጥራት ችግር
src/routes/woreda.credentials.$requestId.index.tsx:858	የፖሊስ ሪፖርት ቁጥር
src/routes/woreda.credentials.new.tsx:112	የፖሊስ ሪፖርት ቁጥር ያስፈልጋል
src/routes/woreda.rental-reports.tsx:228	ያለፈ ጊዜ
src/routes/woreda.rental-reports.tsx:202	ያለፈ ጊዜ ክፍያ የለም
src/lib/decryptedFieldGuard.ts:37	ያለፈውን መረጃ እያሳየን ነው። ችግሩ ከቀጠለ አስተዳዳሪዎን ያነጋግሩ።
src/routes/verify.receipt.$token.tsx:102	ያልተረጋገጠ ደረሰኝ
src/routes/verify.letter.$token.tsx:88	ያልተረጋገጠ ደብዳቤ
src/routes/woreda.settings.woreda-configuration.tsx:528	ያልተቀመጡ ለውጦች አሉ
src/routes/woreda.services.new.tsx:218	ያልተከፈለ የኪራይ ዕዳ ስላለ ጥያቄው ታግዷል
src/routes/woreda.services.new.tsx:519	ያልተከፈለ የኪራይ ዕዳ አለ
src/routes/woreda.settings.woreda-configuration.tsx:1178	ያልተከፈለ የኪራይ ዕዳ ካለ በፖሊሲ መሰረት ያግዳል
src/routes/woreda.rental-houses.occupants.new.tsx:222	ያልተደገፈ የፋይል አይነት
src/components/verification/HararildScanner.tsx:46	ያልታወቀ ስህተት
src/routes/woreda.credentials.$requestId.index.tsx:2691	ያሸረ
src/routes/woreda.credentials.$requestId.index.tsx:2470	ያተመ
src/routes/login.tsx:330	ያግኙ
src/routes/woreda.reports.$reportType.print.tsx:321	ያፀደቀ
src/components/verification/HararildScanner.tsx:506	ይህ መታወቂያ
src/routes/v.$token.tsx:225	ይህ መታወቂያ ተሰርዟል
src/routes/woreda.settings.woreda-configuration.tsx:462	ይህ ቅርጸት በስርዓቱ ተስተካክሏል፤ ለውጥ አያስፈልገውም
src/routes/woreda.rental-houses.$houseId.occupant-print.tsx:310	ይህ ቤት በአሁኑ ጊዜ ተከራይ የለውም
src/routes/woreda.credentials.new.tsx:729	ይህ ነዋሪ ሟች ተብሎ ተመዝግቧል
src/routes/woreda.credentials.new.tsx:741	ይህ ነዋሪ ስልክ ቁጥር የለውም፤ መጀመሪያ ይመዝግቡ
src/routes/woreda.credentials.$requestId.index.tsx:1088	ይህ ነዋሪ ቀደም ሲል ምስክርነት የለውም
src/routes/woreda.credentials.new.tsx:769	ይህ ነዋሪ ቀድሞውኑ ንቁ የመታወቂያ ማስረጃ አለው
src/routes/woreda.credentials.new.tsx:819	ይህ ነዋሪ ቀድሞውኑ ክፍት ጥያቄ አለው
src/routes/woreda.rental-houses.occupants.new.tsx:600	ይህ ነዋሪ ብቁ አይደለም
src/routes/woreda.credentials.new.tsx:708	ይህ ነዋሪ ንቁ አይደለም
src/routes/woreda.credentials.new.tsx:735	ይህ ነዋሪ ከ18 ዓመት በታች ነው
src/routes/woreda.credentials.new.tsx:714	ይህ ነዋሪ ወደ ቤተሰብ አልተመደበም፤ መጀመሪያ ወደ ቤተሰብ ይመድቡ
src/components/residents/ResidentProfileTabs.tsx:293	ይህ ነዋሪ ገና ወደ ቤተሰብ አልተመደበም
src/routes/woreda.credentials.new.tsx:754	ይህ ነዋሪ ፎቶ የለውም፤ መጀመሪያ ይመዝግቡ
src/routes/woreda.services.new.tsx:463	ይህ አመልካች/ቤተሰብ
src/routes/woreda.credentials.$requestId.index.tsx:2739	ይህ እርምጃ የማይቀለበስ ነው። ማስረጃው ወዲያውኑ ልክ ያልሆነ ይሆናል።
src/routes/woreda.rental-accounts.$occupancyId.tsx:320	ይህ ክፍያ ቀደም ብሎ ተመዝግቧል
src/routes/woreda.rental-accounts.$occupancyId.tsx:1124	ይህ ክፍያ የከፈላቸው ወራት ወደ ያልተከፈለ ይመለሳሉ
src/routes/admin.tenants.$woredaId.provision.tsx:236	ይህ ወረዳ ቀድሞውኑ አስተዳዳሪ አለው
src/lib/decryptedFieldGuard.ts:37	ይህ ዋጋ ማረጋገጥ አልተቻለም
src/routes/woreda.credentials.$requestId.index.tsx:1404	ይህ የመጨረሻ ነው፣ ጥያቄው መልሶ ሊከፈት አይችልም
src/routes/woreda.civil.$eventId.tsx:1084	ይህ የመጨረሻ እርምጃ ነው። ምክንያት ያስገቡ (ቢያንስ 5 ፊደላት)።
src/routes/woreda.settings.woreda-configuration.tsx:973	ይህ የአገልግሎት ዓይነት እስከመጨረሻው ይሰረዛል።
src/routes/woreda.revenue.$paymentId.receipt.tsx:953	ይህ ደረሰኝ ያለ ማህተም እና ፊርማ ተቀባይነት አይኖረውም።
src/routes/woreda.services.$requestId.index.tsx:720	ይህ ጥያቄ ተዘግቷል
src/routes/woreda.civil.marriage.new.tsx:99	ይህን ለመጠቀም ፈቃድ የለዎትም
src/components/residents/ResidentActions.tsx:293	ይህን ነዋሪ ለማገድ ይፈልጋሉ
src/components/residents/ResidentActions.tsx:349	ይህን ነዋሪ ወደ ኢ-ንቁ ሁኔታ መቀየር ይፈልጋሉ
src/routes/woreda.civil.$eventId.tsx:910	ይህን ክስተት የማጽደቅ ፈቃድ የለዎትም።
src/routes/woreda.services.$requestId.print.tsx:140	ይህን ደብዳቤ ያረጋግጡ
src/routes/woreda.credentials.$requestId.index.tsx:76	ይህን ገጽ ለማየት ፈቃድ የለዎትም
src/routes/woreda.households.$householdId.index.tsx:504	ይህን ግለሰብ የቤተሰብ ኃላፊ ማድረግ ይፈልጋሉ
src/routes/woreda.credentials.$requestId.index.tsx:1008	ይህን ጥያቄ የማረጋገጥ ፈቃድ የለዎትም
src/routes/woreda.credentials.$requestId.index.tsx:1176	ይህን ጥያቄ የማጽደቅ ፈቃድ የለዎትም
src/components/residents/ResidentProfileTabs.tsx:951	ይመልከቱ
src/routes/woreda.rental-houses.occupants.new.tsx:500	ይመዝገቡ
src/routes/woreda.credentials.$requestId.print.tsx:1061	ይምረጡ፤ በተመሳሳይ መታወቂያ እንደገና ማተም ይችላሉ።
src/routes/woreda.settings.woreda-configuration.tsx:970	ይሰርዙ
src/components/common/ChangePasswordDialog.tsx:132	ይቅር
src/routes/woreda.settings.woreda-configuration.tsx:340	ይተውት፣ ያ መስክ ካርዱ ላይ ባዶ ይታተማል።
src/routes/woreda.settings.woreda-configuration.tsx:339	ይታያል። አማርኛ/እንግሊዝኛ፦ የመዝገብ ስሙን ለመጠቀም ባዶ ይተውት። ሐረሪ/ኦሮምኛ የሚመለስበት የመዝገብ አቻ ስለሌላቸው ባዶ
src/routes/woreda.households.$householdId.index.tsx:315	ይዞታ
src/routes/woreda.revenue.$paymentId.receipt.tsx:324	ደረሰኙን መጫን አልተቻለም
src/routes/woreda.revenue.$paymentId.receipt.tsx:317	ደረሰኝ በመጫን ላይ
src/routes/woreda.revenue.index.tsx:293	ደረሰኝ ተከፍቷል
src/routes/woreda.dashboard.tsx:91	ደረሰኝ ታትሟል
src/routes/woreda.credentials.$requestId.index.tsx:2024	ደረሰኝ አትም
src/routes/woreda.dashboard.tsx:92	ደረሰኝ ዳግም ታትሟል
src/routes/woreda.audit.tsx:333	ደርድር
